,       MaxEStateIndex,       MinEStateIndex,    MaxAbsEStateIndex,    MinAbsEStateIndex,                  qed,                MolWt,       HeavyAtomMolWt,           ExactMolWt,  NumValenceElectrons,  NumRadicalElectrons,     MaxPartialCharge,     MinPartialCharge,  MaxAbsPartialCharge,  MinAbsPartialCharge,     FpDensityMorgan1,     FpDensityMorgan2,     FpDensityMorgan3,             BalabanJ,              BertzCT,                 Chi0,                Chi0n,                Chi0v,                 Chi1,                Chi1n,                Chi1v,                Chi2n,                Chi2v,                Chi3n,                Chi3v,                Chi4n,                Chi4v,        HallKierAlpha,                  Ipc,               Kappa1,               Kappa2,               Kappa3,            LabuteASA,            PEOE_VSA1,           PEOE_VSA10,           PEOE_VSA11,           PEOE_VSA12,           PEOE_VSA13,           PEOE_VSA14,            PEOE_VSA2,            PEOE_VSA3,            PEOE_VSA4,            PEOE_VSA5,            PEOE_VSA6,            PEOE_VSA7,            PEOE_VSA8,            PEOE_VSA9,             SMR_VSA1,            SMR_VSA10,             SMR_VSA2,             SMR_VSA3,             SMR_VSA4,             SMR_VSA5,             SMR_VSA6,             SMR_VSA7,             SMR_VSA8,             SMR_VSA9,           SlogP_VSA1,          SlogP_VSA10,          SlogP_VSA11,          SlogP_VSA12,           SlogP_VSA2,           SlogP_VSA3,           SlogP_VSA4,           SlogP_VSA5,           SlogP_VSA6,           SlogP_VSA7,           SlogP_VSA8,           SlogP_VSA9,          EState_VSA1,         EState_VSA10,         EState_VSA11,          EState_VSA2,          EState_VSA3,          EState_VSA4,          EState_VSA5,          EState_VSA6,          EState_VSA7,          EState_VSA8,          EState_VSA9,          VSA_EState1,         VSA_EState10,          VSA_EState2,          VSA_EState3,          VSA_EState4,          VSA_EState5,          VSA_EState6,          VSA_EState7,          VSA_EState8,          VSA_EState9,         FractionCSP3,       HeavyAtomCount,            NHOHCount,              NOCount,  NumAliphaticCarbocycles,  NumAliphaticHeterocycles,    NumAliphaticRings,  NumAromaticCarbocycles,  NumAromaticHeterocycles,     NumAromaticRings,        NumHAcceptors,           NumHDonors,       NumHeteroatoms,    NumRotatableBonds,  NumSaturatedCarbocycles,  NumSaturatedHeterocycles,    NumSaturatedRings,            RingCount,                MolMR,            fr_Al_COO,             fr_Al_OH,      fr_Al_OH_noTert,               fr_ArN,            fr_Ar_COO,              fr_Ar_N,             fr_Ar_NH,             fr_Ar_OH,               fr_COO,              fr_COO2,               fr_C_O,         fr_C_O_noCOO,               fr_C_S,             fr_HOCCN,             fr_Imine,               fr_NH0,               fr_NH1,               fr_NH2,               fr_N_O,    fr_Ndealkylation1,    fr_Ndealkylation2,         fr_Nhpyrrole,                fr_SH,          fr_aldehyde,   fr_alkyl_carbamate,      fr_alkyl_halide,      fr_allylic_oxid,             fr_amide,           fr_amidine,           fr_aniline,       fr_aryl_methyl,             fr_azide,               fr_azo,          fr_barbitur,           fr_benzene,    fr_benzodiazepine,          fr_bicyclic,             fr_diazo,   fr_dihydropyridine,           fr_epoxide,             fr_ester,             fr_ether,             fr_furan,           fr_guanido,           fr_halogen,           fr_hdrzine,           fr_hdrzone,         fr_imidazole,             fr_imide,           fr_isocyan,       fr_isothiocyan,            fr_ketone,    fr_ketone_Topliss,            fr_lactam,           fr_lactone,           fr_methoxy,        fr_morpholine,           fr_nitrile,             fr_nitro,        fr_nitro_arom,  fr_nitro_arom_nonortho,           fr_nitroso,           fr_oxazole,             fr_oxime,  fr_para_hydroxylation,            fr_phenol,  fr_phenol_noOrthoHbond,         fr_phos_acid,        fr_phos_ester,         fr_piperdine,         fr_piperzine,          fr_priamide,      fr_prisulfonamd,          fr_pyridine,             fr_quatN,           fr_sulfide,         fr_sulfonamd,           fr_sulfone,    fr_term_acetylene,         fr_tetrazole,          fr_thiazole,          fr_thiocyan,         fr_thiophene,     fr_unbrch_alkane,              fr_urea, 
 NumAliphaticHeterocycles,  0.12022, -0.00106, -0.02765, -0.00360, -0.01444, -0.01576,  0.01231, -0.00600, -0.01315,  0.19067, -0.00125,  1.00000, -0.01544,  0.67164, -0.01406,  0.24347, -0.00132, -0.00330,  0.75341, -0.00805, -0.00515, -0.01536, -0.01083,  0.00218,  0.00011,  0.16150,  0.03378,  0.94434, -0.01045, -0.01502, -0.00399, -0.01282,  0.80765, -0.01242, -0.01392, -0.01457, -0.01104, -0.00868, -0.01816, -0.00345,  0.00429,  0.31769,  0.00435,  0.78361,  0.94109, -0.01847, -0.00285,  0.98192, -0.01177, -0.01259, -0.00813,  0.20581, -0.01782, -0.00172, -0.01099,  0.01414, -0.01033, -0.00825, -0.01290, -0.01761,  0.02270, -0.01834,  0.87405, -0.00571,  0.01913, -0.01161, -0.00967,  1.00000,  0.02437, -0.00325, -0.00122, -0.00087,  0.99887,  0.85285, -0.01130, -0.00886,  0.75432,  0.01189, -0.00904,  0.93892, -0.01396,  1.00000, -0.01176,  0.16103, -0.02085,  0.92250,  1.00000, -0.01793,  0.00116,  0.99811,  0.01568,  1.00000, -0.01950,  0.87898, -0.01155, -0.00536, -0.01379,  0.02143, -0.01120,  1.00000,  0.23270,  0.15731, -0.00265, -0.00661, -0.02024,  0.96599,  0.37677, -0.00685,  0.15953,  0.00584,  0.00837,  0.99786,  0.00821,  0.08131, -0.01201,  0.02994,  0.06988,  0.02108,  0.01199,  0.00695, -0.01411,  0.00828,  0.00147,  0.00795, -0.00788, -0.00168, -0.01471, -0.00139,  0.01349,  0.15283, -0.01307, -0.00202, -0.01497,  0.60818,  0.03017,  0.98445,  0.88881,  0.00517, -0.00981, -0.01764, -0.01550, -0.01848,  0.99992, -0.00214, -0.00206,  0.29345, -0.01379, -0.02063, -0.01209, -0.00589,  0.10442, -0.00409, -0.00737, -0.01102,  0.00085, -0.00741, -0.00521, -0.01223,  0.58103, -0.00800,  0.04128,  0.18632,  0.07027, -0.00639,  0.21683,  0.49099,  0.99304, -0.01910, -0.00816, -0.00739, -0.01101,  1.00000, -0.01037, -0.00212, -0.00774,  1.00000, -0.01556, -0.00691,  0.20071, -0.00939, -0.02579,  0.14383, -0.02037, -0.01767, -0.01675, -0.00848,  0.14369,  0.03271,  0.02734,  0.49569,  0.99992,  0.73132,  0.58112,  0.39676,  0.00146,  0.99940, -0.01856, -0.00770, 
   NumAliphaticRings, -0.02332, -0.01276,  0.14402,  0.01518, -0.03666, -0.03710,  0.01481,  0.45216,  0.16603,  0.10554,  0.04614,  0.23249, -0.07098,  0.63509, -0.03427,  0.03159, -0.02857,  0.34840,  0.24336, -0.03625,  0.09926,  0.46694, -0.00484,  0.47362,  0.04480,  0.08081,  0.03019,  0.23232, -0.03894,  0.19427, -0.03038,  0.22708,  0.44066,  0.02530, -0.02544, -0.02472,  0.34649,  0.39951,  0.00943, -0.04126, -0.09611,  0.27459, -0.07793,  0.23279,  0.26347,  0.68518, -0.01377,  0.25952,  0.01793,  0.23808, -0.10415, -0.00357,  0.09738, -0.11356, -0.01476,  0.10154,  0.37281, -0.06387, -0.01701,  0.82438, -0.16556,  0.84828,  0.28786, -0.08052,  0.00704,  0.06562, -0.06272,  0.23248,  0.01194,  0.00635, -0.07977, -0.11393,  0.23393,  0.25487, -0.08669, -0.03754,  0.19990, -0.08543,  0.69312,  0.26982, -0.05586,  0.23248,  0.08521,  0.07619,  0.28293,  0.21244,  0.23272,  0.04285, -0.15348,  0.23335,  0.01136,  0.23248,  0.13118,  0.26545,  0.08144, -0.08275,  0.02280, -0.05216,  0.65552,  0.23270,  1.00000,  0.86866, -0.06025,  0.09294,  0.22686,  0.21564,  0.35541,  0.08340,  0.28705,  0.00757, -0.03430,  0.23005, -0.11823,  0.14487,  0.46106,  0.01331, -0.04695,  0.05240, -0.11732,  0.08597, -0.10869, -0.11034, -0.02002, -0.08107, -0.12053, -0.03245,  0.08857,  0.04362, -0.07536,  0.06604,  0.16728, -0.07087, -0.11137,  0.43244,  0.00659,  0.23063,  0.18605, -0.13128, -0.04157,  0.44829,  0.02633,  0.05255,  0.23484, -0.12405, -0.13089,  0.03229,  0.14937,  0.03148, -0.09847, -0.07750,  0.28945, -0.05715,  0.37681,  0.69435, -0.08217,  0.38490,  0.27540, -0.03112,  0.49051, -0.04138, -0.07087, -0.01136, -0.04305,  0.08745,  0.48679,  0.23613,  0.24642,  0.20518,  0.06473,  0.02528,  0.85002,  0.23248,  0.02672,  0.00479, -0.13570,  0.23255,  0.17149,  0.62441,  0.09910, -0.03209,  0.11226, -0.01279,  0.64380,  0.71059,  0.72960,  0.75206,  0.69199,  0.73277,  0.67111,  0.54035,  0.24324,  0.68623,  0.63961,  0.76471,  0.71482,  0.25565,  0.71238,  0.67975, 
 NumAromaticCarbocycles,  0.02571, -0.01552,  0.13318,  0.00229, -0.06264, -0.06174, -0.05130,  0.47850,  0.07774,  0.03682,  0.00494,  0.15695, -0.03880,  0.65954, -0.04482,  0.02342, -0.08556,  0.40563,  0.16568, -0.03429,  0.01945,  0.50769, -0.05111,  0.54201,  0.07087,  0.04446,  0.03856,  0.20406, -0.01591,  0.18665, -0.09044,  0.28467,  0.39405,  0.00432, -0.04357, -0.05349,  0.40481,  0.48251,  0.01988, -0.06124, -0.09005,  0.20317, -0.07752,  0.17980,  0.21112,  0.70453, -0.01076,  0.19497,  0.02201,  0.15520, -0.11739,  0.03206,  0.08159, -0.11619, -0.01397,  0.21198,  0.21776, -0.08410, -0.05014,  0.85266, -0.15172,  0.88217,  0.25051, -0.10369,  0.00129,  0.03558, -0.07515,  0.15695,  0.11910,  0.02674, -0.12541, -0.12532,  0.15858,  0.17408, -0.10624, -0.05926,  0.14804, -0.07680,  0.62396,  0.22749, -0.09876,  0.15695,  0.04552,  0.06314,  0.30737,  0.14304,  0.15718,  0.09623, -0.13642,  0.15742,  0.02090,  0.15695,  0.13228,  0.17326,  0.07158, -0.09929, -0.03216, -0.06524,  0.68409,  0.15731,  0.86866,  1.00000, -0.04569,  0.02458,  0.18851,  0.14610,  0.32007,  0.09042,  0.19370,  0.00479,  0.01916,  0.16116, -0.12100,  0.23507,  0.54079,  0.02434, -0.01326,  0.02745, -0.17540,  0.07386, -0.03307, -0.14389,  0.02031, -0.12851, -0.03839,  0.01188,  0.07676,  0.02833, -0.08928,  0.04172,  0.05528, -0.09596,  0.01397,  0.34412,  0.04040,  0.15932,  0.12312, -0.12468, -0.09479,  0.51021, -0.03796,  0.05566,  0.15901, -0.08769, -0.15718,  0.02861,  0.14885, -0.01101, -0.07470, -0.07342,  0.16983, -0.03884,  0.22114,  0.62685, -0.06444,  0.21540,  0.33151, -0.07541,  0.40939, -0.06098, -0.04398, -0.02345, -0.02958,  0.06979,  0.53190,  0.21447,  0.18065,  0.16355,  0.02596, -0.01518,  0.84617,  0.15695, -0.01761,  0.01760, -0.10485,  0.15701,  0.20620,  0.68731,  0.02492, -0.04203,  0.06641, -0.01017,  0.66924,  0.74194,  0.75134,  0.81598,  0.69177,  0.76404,  0.71894,  0.51101,  0.16693,  0.64720,  0.59750,  0.77457,  0.77428,  0.17975,  0.73527,  0.70977, 
 NumAromaticHeterocycles, -0.10269,  0.15402,  0.00390, -0.00272,  0.03004,  0.03243,  0.42167,  0.15459, -0.01228, -0.15501,  0.31305, -0.00226,  0.08369, -0.03732,  0.14828, -0.05149,  0.20559,  0.30457,  0.12984,  0.10561, -0.07458,  0.11244, -0.08347,  0.07209,  0.24277, -0.14404, -0.02349, -0.03044,  0.15166,  0.00030,  0.15253, -0.02174, -0.06382, -0.04110,  0.03692,  0.00411,  0.34535,  0.15006,  0.03383,  0.06339, -0.00663, -0.10858,  0.16861,  0.25782, -0.06136,  0.03903,  0.33617, -0.01240,  0.61760,  0.25338,  0.13348, -0.03844, -0.03453,  0.02928,  0.07088,  0.52949,  0.14093,  0.34506,  0.51050,  0.06463,  0.45181,  0.08515, -0.08078,  0.17624, -0.02475,  0.78076, -0.00161, -0.00225, -0.05450,  0.12988,  0.06662,  0.19154, -0.00572, -0.05484,  0.05400,  0.82034, -0.02475, -0.06221,  0.14975, -0.00894,  0.03124, -0.00225, -0.00149,  0.56954,  0.30126, -0.06539, -0.00250,  0.30304,  0.19124, -0.00750,  0.45764, -0.00225,  0.04782,  0.10343,  0.20238, -0.00341,  0.09592,  0.25844,  0.04167, -0.00265, -0.06025, -0.04569,  1.00000,  0.08956, -0.01736, -0.01708, -0.10543,  0.00387, -0.05057, -0.04023,  0.48277, -0.00932,  0.10091, -0.16032,  0.21529,  0.61610, -0.13232,  0.37190,  0.29307, -0.08273,  0.02006,  0.34396,  0.37012,  0.28569, -0.00464, -0.00733,  0.56232, -0.00942, -0.00272, -0.12940,  0.17355, -0.06952,  0.01540, -0.14262, -0.05228, -0.02184,  0.16250,  0.31385,  0.17515,  0.01376,  0.33043,  0.51322, -0.00404,  0.23211,  0.23403,  0.24390,  0.11261, -0.00107,  0.74397,  0.78027, -0.24637,  0.04049,  0.17270,  0.12952, -0.02067,  0.15017,  0.62517, -0.11618, -0.13294,  0.13457, -0.12077, -0.11536, -0.13935,  0.32727, -0.04051, -0.01863, -0.02680,  0.02397,  0.25661,  0.12274,  0.05463, -0.00225,  0.23140,  0.50391,  0.64998, -0.00232,  0.26659,  0.20023, -0.15633,  0.29445,  0.07554, -0.04079,  0.06930,  0.21993,  0.07542,  0.02898, -0.01070, -0.00026,  0.00684, -0.03623, -0.00394, -0.00955, -0.00025, -0.01753,  0.03401, -0.00606,  0.07676,  0.05853, 
    NumAromaticRings, -0.07636,  0.66933,  0.09139,  0.27304, -0.03677, -0.04076,  0.15650,  0.27256,  0.38387, -0.04958,  0.66264, -0.00660,  0.03337, -0.00760,  0.24252,  0.00896, -0.00388, -0.06738,  0.01078,  0.00225, -0.09099, -0.01750, -0.12622, -0.02069,  0.23611,  0.52329,  0.23433,  0.01748,  0.06718,  0.59102,  0.32991, -0.09993,  0.29112, -0.07001,  0.55892,  0.11570, -0.06011, -0.03819,  0.07009,  0.52244,  0.00109,  0.17460, -0.05059, -0.00099, -0.02089,  0.15091,  0.00428,  0.00700,  0.33357,  0.01034,  0.21100, -0.06640,  0.29336, -0.03911,  0.18776,  0.04366,  0.06303,  0.00077, -0.04781,  0.10938, -0.00961,  0.04879,  0.18983,  0.16382,  0.02408, -0.03506,  0.53502, -0.00660, -0.03101,  0.06794,  0.00923,  0.21098,  0.02347,  0.29397,  0.01764, -0.01371,  0.44587, -0.01681,  0.07395,  0.01237,  0.18455, -0.00660,  0.17439, -0.04826,  0.24830, -0.01276, -0.00639,  0.07403,  0.02903,  0.00405,  0.01666, -0.00660, -0.03288,  0.21065,  0.41428, -0.09008,  0.03143,  0.32239,  0.03539, -0.00661,  0.09294,  0.02458,  0.08956,  1.00000,  0.14993, -0.00980,  0.13189,  0.62116,  0.53027, -0.02201,  0.06056, -0.00633, -0.00063, -0.03946,  0.42327,  0.01079, -0.03203,  0.02500, -0.06985, -0.00514, -0.04564,  0.28584,  0.02529, -0.01321,  0.01079,  0.05755,  0.36089,  0.75163,  0.03532,  0.02332,  0.64087, -0.08968, -0.00429,  0.16546,  0.01392,  0.07507,  0.06029, -0.06168, -0.03058,  0.35329,  0.00600,  0.18887, -0.00426, -0.00134, -0.05701, -0.04675,  0.21682, -0.09866, -0.02647, -0.05711, -0.07623,  0.71643,  0.08395,  0.06701, -0.01214,  0.06381, -0.04532, -0.08363, -0.03401,  0.15379, -0.09722, -0.05744, -0.08736,  0.34500,  0.01212,  0.23888,  0.00124,  0.45968,  0.64800,  0.04437,  0.13323, -0.00660,  0.19464, -0.01113, -0.05100, -0.00659,  0.10360,  0.11012, -0.05514,  0.01023,  0.01883,  0.00237,  0.44388,  0.22487,  0.27765,  0.12832,  0.24997,  0.08961,  0.26357,  0.44729, -0.00377,  0.12839,  0.25916,  0.07549,  0.21908,  0.00350,  0.19138,  0.23432, 
       NumHAcceptors, -0.15642,  0.00031,  0.46263,  0.06162,  0.15636,  0.16129,  0.15490, -0.02649,  0.06379,  0.11352,  0.06774, -0.02078,  0.11417, -0.01820,  0.00447, -0.01465, -0.02547, -0.03216,  0.11029,  0.04819, -0.10298,  0.03704, -0.06206, -0.06058, -0.01427,  0.13520,  0.23329,  0.09641, -0.01219,  0.00417, -0.04033, -0.20396,  0.03254,  0.00518,  0.03846, -0.04412, -0.11346,  0.06755,  0.06778,  0.30028, -0.01031,  0.08409, -0.08558,  0.05913, -0.02448, -0.00330,  0.13750,  0.02752,  0.06743,  0.01026,  0.18552, -0.03007,  0.10297,  0.00052, -0.01300,  0.22477,  0.24381, -0.01812,  0.06289,  0.07371, -0.10389,  0.05187,  0.04740, -0.00348,  0.01917, -0.07483,  0.01515, -0.02079, -0.02438,  0.20485, -0.03932,  0.03661, -0.01691,  0.05371,  0.00286, -0.03612,  0.03356, -0.02083,  0.18139,  0.05227,  0.17622, -0.02079,  0.41733,  0.00669,  0.32262, -0.00037, -0.02045,  0.34330,  0.13872, -0.01545, -0.05750, -0.02079,  0.10845,  0.05980,  0.13683, -0.08365,  0.02517, -0.05578,  0.01444, -0.02024,  0.22686,  0.18851, -0.01736,  0.14993,  1.00000, -0.01151,  0.09783, -0.03463,  0.25569, -0.02110,  0.14330, -0.00808,  0.00065,  0.43141, -0.13292, -0.01420,  0.00158, -0.01883, -0.02610, -0.02491,  0.16973, -0.12507,  0.43950,  0.11982,  0.41415, -0.01386,  0.18256,  0.03733, -0.04413,  0.04878,  0.03079, -0.22736,  0.31966,  0.14202,  0.13017,  0.00814,  0.05248,  0.07029, -0.06034, -0.05233, -0.10648,  0.06146, -0.02080,  0.12534,  0.05379, -0.07661,  0.19638, -0.05932,  0.13397,  0.02835,  0.12925, -0.02303,  0.24842,  0.17045, -0.04597,  0.23933, -0.07736, -0.18542,  0.08831,  0.09291, -0.15139, -0.13750, -0.11483,  0.19794,  0.05924, -0.01995, -0.00416,  0.26765,  0.00672,  0.03914,  0.07269, -0.02079,  0.10832,  0.17367,  0.10300, -0.02075,  0.51074,  0.03508,  0.10058, -0.05371,  0.31143,  0.08443,  0.07297,  0.00096,  0.04436,  0.02165,  0.04480, -0.00233,  0.03221, -0.02529, -0.01820,  0.00884,  0.04287,  0.04178,  0.06975, -0.01702, -0.02771,  0.00861, 
          NumHDonors,  0.22211, -0.03583, -0.04524,  0.18730,  0.03505,  0.03193, -0.02367, -0.02938, -0.03212,  0.22052, -0.02846,  0.96597,  0.12727,  0.65968,  0.14191,  0.45184,  0.15394,  0.11184,  0.85272,  0.20829, -0.00585,  0.12736,  0.15494, -0.00454, -0.04400,  0.17009,  0.21152,  0.91703, -0.00950,  0.09934,  0.13148, -0.02016,  0.78901,  0.19961, -0.01774,  0.17055,  0.09598, -0.01150, -0.03856,  0.00522,  0.03790,  0.33558, -0.02183,  0.77845,  0.90701, -0.03881, -0.03295,  0.94628, -0.03045, -0.04745,  0.12774,  0.41218, -0.03737,  0.14464,  0.20834,  0.02162, -0.05175,  0.20014,  0.01361, -0.03247,  0.00603, -0.03123,  0.85096,  0.16281,  0.25114, -0.01264, -0.00727,  0.96597,  0.06051,  0.01161,  0.02930,  0.12527,  0.96917,  0.87272,  0.18877, -0.01113,  0.73023,  0.05203, -0.04717,  0.90173, -0.00415,  0.96597,  0.00920,  0.18182, -0.03785,  0.98036,  0.96614, -0.04219,  0.03839,  0.97815,  0.04221,  0.96597, -0.01899,  0.86026, -0.03303,  0.14173,  0.15879,  0.20697,  0.12438,  0.96599,  0.21564,  0.14610, -0.01708, -0.00980, -0.01151,  1.00000,  0.38047, -0.01284,  0.17532,  0.04980, -0.02665,  0.96444,  0.04659,  0.08980, -0.01433,  0.05857,  0.11225,  0.19463,  0.00113, -0.00709, -0.00734, -0.02062, -0.02771,  0.00995,  0.02933,  0.17123,  0.00099, -0.00619,  0.22546,  0.15915, -0.04016,  0.01176, -0.00687,  0.57647,  0.25757,  0.97344,  0.92722,  0.02503,  0.17473, -0.03381,  0.00473, -0.00556,  0.96821,  0.05685,  0.04752,  0.34012, -0.01149, -0.03560, -0.01256, -0.01662,  0.09871, -0.02284, -0.05160, -0.04784,  0.20914, -0.04920,  0.01910, -0.01646,  0.71080,  0.14941,  0.04083,  0.18069,  0.06993,  0.01076,  0.35862,  0.66261,  0.96012, -0.03608, -0.03412,  0.19009, -0.01999,  0.96597, -0.03748, -0.02224,  0.02838,  0.96598, -0.05705, -0.01837,  0.23038,  0.21407, -0.04242,  0.37164, -0.04535, -0.02325, -0.03189, -0.01907,  0.13986,  0.02849,  0.02070,  0.47480,  0.96590,  0.70698,  0.55944,  0.38415, -0.00859,  0.96562, -0.03942,  0.02700, 
      NumHeteroatoms,  0.03330, -0.09292,  0.15980,  0.08451,  0.00619,  0.00426, -0.15829, -0.08506,  0.03037,  0.12398, -0.09005,  0.37645,  0.01683,  0.32469, -0.10564,  0.07347, -0.18500, -0.05212,  0.36933, -0.05035, -0.06933, -0.06023, -0.04756, -0.01459, -0.06531,  0.20257,  0.03428,  0.41147, -0.00384, -0.07135, -0.16890, -0.17335,  0.33095, -0.04459, -0.00642,  0.00130, -0.06101, -0.10703,  0.03864, -0.09333,  0.01367,  0.52237, -0.30994,  0.38350,  0.42195, -0.00949, -0.16276,  0.38555, -0.12736,  0.15104, -0.08645,  0.10822,  0.00156, -0.04221,  0.00282,  0.21304,  0.11725, -0.02456, -0.08940,  0.11692, -0.28859,  0.13756,  0.47243, -0.13399,  0.08910, -0.05415, -0.07360,  0.37645,  0.28137,  0.08001, -0.08459, -0.11292,  0.38248,  0.41004, -0.09399, -0.13164,  0.33138, -0.03867,  0.04289,  0.38169, -0.03676,  0.37645,  0.21975,  0.13376,  0.38417,  0.38429,  0.37680, -0.02319, -0.10431,  0.38501,  0.08317,  0.37645,  0.10948,  0.38529, -0.10716, -0.04297, -0.07263, -0.03309,  0.10680,  0.37677,  0.35541,  0.32007, -0.10543,  0.13189,  0.09783,  0.38047,  1.00000,  0.09348,  0.40661, -0.02983, -0.08767,  0.38398, -0.10677,  0.27320, -0.01515,  0.12257,  0.02501,  0.01442, -0.24278,  0.05868, -0.15559, -0.27156, -0.17603, -0.20022,  0.00309,  0.09739,  0.14225,  0.07096, -0.03629,  0.23207, -0.04167, -0.14530,  0.03130,  0.43678,  0.10498,  0.38018,  0.33179, -0.25117, -0.11745, -0.04724,  0.02424,  0.21368,  0.37882, -0.14385, -0.20412,  0.12181,  0.18511,  0.02179, -0.17000, -0.17617,  0.10897, -0.06181,  0.10260,  0.05421, -0.03535,  0.11303, -0.06198, -0.13696,  0.28074, -0.07132, -0.11775, -0.02403, -0.06324,  0.09597,  0.12600,  0.19392,  0.42648,  0.12881, -0.07129,  0.06036,  0.25252,  0.37645, -0.09120, -0.14321, -0.12086,  0.37655,  0.01129, -0.10589,  0.13936, -0.01809,  0.04301,  0.07897,  0.10644,  0.10239,  0.10864,  0.09959,  0.15800,  0.05103,  0.03947,  0.27438,  0.38019,  0.40488,  0.34138,  0.20161,  0.08236,  0.38303,  0.09148,  0.06370, 
   NumRotatableBonds, -0.07898,  0.53463,  0.00934,  0.02953, -0.12220, -0.11767,  0.02075,  0.14614,  0.18547, -0.04769,  0.68519, -0.00684, -0.06092,  0.00640,  0.28621, -0.02718,  0.00552, -0.07746,  0.02974, -0.03671, -0.06200,  0.01290, -0.11127, -0.00740,  0.24007,  0.58034,  0.22887, -0.01379, -0.06561,  0.51980,  0.22159, -0.07427,  0.35274,  0.08974,  0.38138, -0.04477, -0.03399, -0.04709, -0.07235,  0.50666, -0.05894,  0.00686, -0.06873, -0.00338,  0.01580, -0.03730,  0.07756,  0.00806,  0.32183,  0.05339, -0.08506, -0.03101,  0.15156, -0.12113,  0.19456,  0.06825,  0.06356, -0.01848, -0.01010,  0.03044, -0.04748,  0.04164,  0.30701, -0.01810,  0.11849,  0.04123,  0.61277, -0.00684, -0.00229, -0.02209, -0.01998, -0.03349,  0.03207,  0.11928, -0.06466,  0.01362,  0.58485, -0.06099,  0.05294,  0.01811, -0.00830, -0.00684,  0.03783, -0.00235,  0.09997,  0.00734, -0.00679,  0.02289, -0.09328, -0.00487, -0.01546, -0.00684, -0.10812,  0.15611,  0.46572, -0.11981,  0.01449,  0.21544,  0.01889, -0.00685,  0.08340,  0.09042,  0.00387,  0.62116, -0.03463, -0.01284,  0.09348,  1.00000,  0.09788, -0.08094,  0.05573, -0.00604, -0.08215, -0.08079,  0.46592, -0.04738, -0.05345,  0.05599, -0.11507,  0.06107, -0.05790,  0.31832, -0.09982, -0.10656, -0.06841, -0.00375,  0.04383,  0.86690, -0.01463, -0.03714,  0.67766, -0.08036, -0.00752,  0.02102,  0.00680,  0.04228,  0.06067, -0.12334, -0.02060,  0.38288,  0.03522,  0.08550, -0.00684, -0.10127, -0.15259, -0.04097,  0.39836, -0.07839, -0.03185, -0.03582, -0.02670,  0.55721,  0.07086,  0.04418, -0.05174,  0.06387, -0.01639, -0.10134, -0.07481, -0.03100, -0.09973, -0.07595, -0.08252,  0.00132,  0.04593,  0.17667, -0.00918,  0.56484,  0.69485,  0.03929,  0.04831, -0.00684,  0.04902,  0.00434, -0.11940, -0.00683,  0.07248,  0.13468, -0.05143, -0.00435,  0.03071, -0.01436,  0.25877,  0.03063,  0.01442,  0.00531,  0.00540, -0.00535,  0.11628,  0.25246, -0.00662,  0.01670,  0.00421, -0.01222,  0.01710, -0.00668, -0.00592,  0.00506, 
 NumSaturatedCarbocycles, -0.10732,  0.31347,  0.20777,  0.41677,  0.00691, -0.00279,  0.13472,  0.31911,  0.57833,  0.05964, -0.05070,  0.15948,  0.03291,  0.13209, -0.08501,  0.08128, -0.09880, -0.08998,  0.19889,  0.01283, -0.18785, -0.04121, -0.13565, -0.09214,  0.22451, -0.00532,  0.00812,  0.18922, -0.00383,  0.10822,  0.08426, -0.21873,  0.19384, -0.07112,  0.27739,  0.17599, -0.08936, -0.09717, -0.02842, -0.04734,  0.03930,  0.38887, -0.20545,  0.19514,  0.13499,  0.14973, -0.14074,  0.17645, -0.00639,  0.07906,  0.24753,  0.02608,  0.39993, -0.03603,  0.02894,  0.09505,  0.07463,  0.05116, -0.07251,  0.15902, -0.18403,  0.11401,  0.24026,  0.21183,  0.10712, -0.09212, -0.04664,  0.15948,  0.09334,  0.22352,  0.01920,  0.24207,  0.16417,  0.44660,  0.02285, -0.07975,  0.15672,  0.02335,  0.07863,  0.17410,  0.31538,  0.15948,  0.39728,  0.03203,  0.28956,  0.18823,  0.16000,  0.10008,  0.04848,  0.17845,  0.14137,  0.15948, -0.12502,  0.32638, -0.06358, -0.10751, -0.03340,  0.16476,  0.07968,  0.15953,  0.28705,  0.19370, -0.05057,  0.53027,  0.25569,  0.17532,  0.40661,  0.09788,  1.00000,  0.01106, -0.03018,  0.16112,  0.00230,  0.00170,  0.25324,  0.00191,  0.01816, -0.00307, -0.23194, -0.04876, -0.10653, -0.23075, -0.18657, -0.09700,  0.08672,  0.12180,  0.58822,  0.24049,  0.11121,  0.11799, -0.06141, -0.17098, -0.03967,  0.41027,  0.11198,  0.25148,  0.13661, -0.20326, -0.09082,  0.25310, -0.00155,  0.29366,  0.16405, -0.01164, -0.11539,  0.09546,  0.34209, -0.13485, -0.12358, -0.12583,  0.00951,  0.36909,  0.08627,  0.06046,  0.02601,  0.08957, -0.03850, -0.13458,  0.10896,  0.13053, -0.16703, -0.09837, -0.14808,  0.55836,  0.11386,  0.19400,  0.17300,  0.04337, -0.10624,  0.07173,  0.19370,  0.15948,  0.17935, -0.17410, -0.11056,  0.15954,  0.00262, -0.07143,  0.04441, -0.00566,  0.03238,  0.08784,  0.24351,  0.32037,  0.38585,  0.17903,  0.42123,  0.13507,  0.20423,  0.51182,  0.16440,  0.32494,  0.46805,  0.19087,  0.31411,  0.17633,  0.26098,  0.30553, 
